STATE OF DISPLACEMET,STATE CODE,LOCALITY OF DISPLACEMENT,LOCALITY_ CODE,IDPs,HHs,  SUDANESE  , NON SUDANESE,State_Of_Origin,IDPs_by_state_of_origin
North Kordofan,SD13,Gebrat Al Sheikh,SD13027,6801,1364,6801,0, South Darfur,0
North Kordofan,SD13,Gebrat Al Sheikh,SD13027,6801,1364,6801,0, South Kordofan,0
North Kordofan,SD13,Gebrat Al Sheikh,SD13027,6801,1364,6801,0, West Darfur,0
North Kordofan,SD13,Gebrat Al Sheikh,SD13027,6801,1364,6801,0, West Kordofan,0
North Kordofan,SD13,Gebrat Al Sheikh,SD13027,6801,1364,6801,0, White Nile,0
North Kordofan,SD13,Gharb Bara,SD13029,8065,1546,8065,0, Aj Jazirah,0
North Kordofan,SD13,Gharb Bara,SD13029,8065,1546,8065,0, Central Darfur,0
North Kordofan,SD13,Gharb Bara,SD13029,8065,1546,8065,0, East Darfur,0
North Kordofan,SD13,Gharb Bara,SD13029,8065,1546,8065,0, Khartoum,6253
North Kordofan,SD13,Gharb Bara,SD13029,8065,1546,8065,0, North Darfur,0
North Kordofan,SD13,Gharb Bara,SD13029,8065,1546,8065,0, North Kordofan,1812
North Kordofan,SD13,Gharb Bara,SD13029,8065,1546,8065,0, Sennar,0
North Kordofan,SD13,Gharb Bara,SD13029,8065,1546,8065,0, South Darfur,0
North Kordofan,SD13,Gharb Bara,SD13029,8065,1546,8065,0, South Kordofan,0
North Kordofan,SD13,Gharb Bara,SD13029,8065,1546,8065,0, West Darfur,0
North Kordofan,SD13,Gharb Bara,SD13029,8065,1546,8065,0, West Kordofan,0
North Kordofan,SD13,Gharb Bara,SD13029,8065,1546,8065,0, White Nile,0
North Kordofan,SD13,Sheikan,SD13024,21661,4251,21353,308, Aj Jazirah,0
North Kordofan,SD13,Sheikan,SD13024,21661,4251,21353,308, Central Darfur,0
North Kordofan,SD13,Sheikan,SD13024,21661,4251,21353,308, East Darfur,0
North Kordofan,SD13,Sheikan,SD13024,21661,4251,21353,308, Khartoum,8998
North Kordofan,SD13,Sheikan,SD13024,21661,4251,21353,308, North Darfur,0
North Kordofan,SD13,Sheikan,SD13024,21661,4251,21353,308, North Kordofan,10043
North Kordofan,SD13,Sheikan,SD13024,21661,4251,21353,308, Sennar,0
North Kordofan,SD13,Sheikan,SD13024,21661,4251,21353,308, South Darfur,0
North Kordofan,SD13,Sheikan,SD13024,21661,4251,21353,308, South Kordofan,2130
North Kordofan,SD13,Sheikan,SD13024,21661,4251,21353,308, West Darfur,0
North Kordofan,SD13,Sheikan,SD13024,21661,4251,21353,308, West Kordofan,365
North Kordofan,SD13,Sheikan,SD13024,21661,4251,21353,308, White Nile,125
North Kordofan,SD13,Soudari,SD13025,2438,441,2438,0, Aj Jazirah,0
North Kordofan,SD13,Soudari,SD13025,2438,441,2438,0, Central Darfur,0
North Kordofan,SD13,Soudari,SD13025,2438,441,2438,0, East Darfur,0
North Kordofan,SD13,Soudari,SD13025,2438,441,2438,0, Khartoum,2438
North Kordofan,SD13,Soudari,SD13025,2438,441,2438,0, North Darfur,0
North Kordofan,SD13,Soudari,SD13025,2438,441,2438,0, North Kordofan,0
North Kordofan,SD13,Soudari,SD13025,2438,441,2438,0, Sennar,0
North Kordofan,SD13,Soudari,SD13025,2438,441,2438,0, South Darfur,0
North Kordofan,SD13,Soudari,SD13025,2438,441,2438,0, South Kordofan,0
North Kordofan,SD13,Soudari,SD13025,2438,441,2438,0, West Darfur,0
North Kordofan,SD13,Soudari,SD13025,2438,441,2438,0, West Kordofan,0
North Kordofan,SD13,Soudari,SD13025,2438,441,2438,0, White Nile,0
North Kordofan,SD13,Um Dam Haj Ahmed,SD13028,14846,2896,14846,0, Aj Jazirah,0
North Kordofan,SD13,Um Dam Haj Ahmed,SD13028,14846,2896,14846,0, Central Darfur,0
North Kordofan,SD13,Um Dam Haj Ahmed,SD13028,14846,2896,14846,0, East Darfur,0
North Kordofan,SD13,Um Dam Haj Ahmed,SD13028,14846,2896,14846,0, Khartoum,14846
North Kordofan,SD13,Um Dam Haj Ahmed,SD13028,14846,2896,14846,0, North Darfur,0
North Kordofan,SD13,Um Dam Haj Ahmed,SD13028,14846,2896,14846,0, North Kordofan,0
North Kordofan,SD13,Um Dam Haj Ahmed,SD13028,14846,2896,14846,0, Sennar,0
North Kordofan,SD13,Um Dam Haj Ahmed,SD13028,14846,2896,14846,0, South Darfur,0
North Kordofan,SD13,Um Dam Haj Ahmed,SD13028,14846,2896,14846,0, South Kordofan,0
North Kordofan,SD13,Um Dam Haj Ahmed,SD13028,14846,2896,14846,0, West Darfur,0
North Kordofan,SD13,Um Dam Haj Ahmed,SD13028,14846,2896,14846,0, West Kordofan,0
North Kordofan,SD13,Um Dam Haj Ahmed,SD13028,14846,2896,14846,0, White Nile,0
North Kordofan,SD13,Um Rawaba,SD13023,31724,6095,31722,2, Aj Jazirah,0
North Kordofan,SD13,Um Rawaba,SD13023,31724,6095,31722,2, Central Darfur,0
North Kordofan,SD13,Um Rawaba,SD13023,31724,6095,31722,2, East Darfur,0
North Kordofan,SD13,Um Rawaba,SD13023,31724,6095,31722,2, Khartoum,26915
North Kordofan,SD13,Um Rawaba,SD13023,31724,6095,31722,2, North Darfur,0
North Kordofan,SD13,Um Rawaba,SD13023,31724,6095,31722,2, North Kordofan,4151
North Kordofan,SD13,Um Rawaba,SD13023,31724,6095,31722,2, Sennar,0
North Kordofan,SD13,Um Rawaba,SD13023,31724,6095,31722,2, South Darfur,0
North Kordofan,SD13,Um Rawaba,SD13023,31724,6095,31722,2, South Kordofan,658
North Kordofan,SD13,Um Rawaba,SD13023,31724,6095,31722,2, West Darfur,0
North Kordofan,SD13,Um Rawaba,SD13023,31724,6095,31722,2, West Kordofan,0
North Kordofan,SD13,Um Rawaba,SD13023,31724,6095,31722,2, White Nile,0
Northern,SD17,Ad Dabbah,SD17019,65010,12988,64958,52, Aj Jazirah,361
Northern,SD17,Ad Dabbah,SD17019,65010,12988,64958,52, Central Darfur,0
Northern,SD17,Ad Dabbah,SD17019,65010,12988,64958,52, East Darfur,0
Northern,SD17,Ad Dabbah,SD17019,65010,12988,64958,52, Khartoum,64624
Northern,SD17,Ad Dabbah,SD17019,65010,12988,64958,52, North Darfur,0
Northern,SD17,Ad Dabbah,SD17019,65010,12988,64958,52, North Kordofan,0
Northern,SD17,Ad Dabbah,SD17019,65010,12988,64958,52, Sennar,25
Northern,SD17,Ad Dabbah,SD17019,65010,12988,64958,52, South Darfur,0
Northern,SD17,Ad Dabbah,SD17019,65010,12988,64958,52, South Kordofan,0
Northern,SD17,Ad Dabbah,SD17019,65010,12988,64958,52, West Darfur,0
Northern,SD17,Ad Dabbah,SD17019,65010,12988,64958,52, West Kordofan,0
Northern,SD17,Ad Dabbah,SD17019,65010,12988,64958,52, White Nile,0
Northern,SD17,Al Burgaig,SD17016,52805,10529,52781,24, Aj Jazirah,2706
Northern,SD17,Al Burgaig,SD17016,52805,10529,52781,24, Central Darfur,0
Northern,SD17,Al Burgaig,SD17016,52805,10529,52781,24, East Darfur,0
Northern,SD17,Al Burgaig,SD17016,52805,10529,52781,24, Khartoum,49975
Northern,SD17,Al Burgaig,SD17016,52805,10529,52781,24, North Darfur,0
Northern,SD17,Al Burgaig,SD17016,52805,10529,52781,24, North Kordofan,0
Northern,SD17,Al Burgaig,SD17016,52805,10529,52781,24, Sennar,0
Northern,SD17,Al Burgaig,SD17016,52805,10529,52781,24, South Darfur,0
Northern,SD17,Al Burgaig,SD17016,52805,10529,52781,24, South Kordofan,124
Northern,SD17,Al Burgaig,SD17016,52805,10529,52781,24, West Darfur,0
Northern,SD17,Al Burgaig,SD17016,52805,10529,52781,24, West Kordofan,0
Northern,SD17,Al Burgaig,SD17016,52805,10529,52781,24, White Nile,0
Northern,SD17,Al Golid,SD17018,60602,12252,60602,0, Aj Jazirah,2820
Northern,SD17,Al Golid,SD17018,60602,12252,60602,0, Central Darfur,0
Northern,SD17,Al Golid,SD17018,60602,12252,60602,0, East Darfur,0
Northern,SD17,Al Golid,SD17018,60602,12252,60602,0, Khartoum,57704
Northern,SD17,Al Golid,SD17018,60602,12252,60602,0, North Darfur,0
Northern,SD17,Al Golid,SD17018,60602,12252,60602,0, North Kordofan,0
Northern,SD17,Al Golid,SD17018,60602,12252,60602,0, Sennar,78
Northern,SD17,Al Golid,SD17018,60602,12252,60602,0, South Darfur,0
Northern,SD17,Al Golid,SD17018,60602,12252,60602,0, South Kordofan,0
Northern,SD17,Al Golid,SD17018,60602,12252,60602,0, West Darfur,0
Northern,SD17,Al Golid,SD17018,60602,12252,60602,0, West Kordofan,0
Northern,SD17,Al Golid,SD17018,60602,12252,60602,0, White Nile,0
Northern,SD17,Delgo,SD17015,40375,8083,40375,0, Aj Jazirah,1220
Northern,SD17,Delgo,SD17015,40375,8083,40375,0, Central Darfur,0
Northern,SD17,Delgo,SD17015,40375,8083,40375,0, East Darfur,0
Northern,SD17,Delgo,SD17015,40375,8083,40375,0, Khartoum,39155
Northern,SD17,Delgo,SD17015,40375,8083,40375,0, North Darfur,0
Northern,SD17,Delgo,SD17015,40375,8083,40375,0, North Kordofan,0
Northern,SD17,Delgo,SD17015,40375,8083,40375,0, Sennar,0
Northern,SD17,Delgo,SD17015,40375,8083,40375,0, South Darfur,0
Northern,SD17,Delgo,SD17015,40375,8083,40375,0, South Kordofan,0
Northern,SD17,Delgo,SD17015,40375,8083,40375,0, West Darfur,0
Northern,SD17,Delgo,SD17015,40375,8083,40375,0, West Kordofan,0
Northern,SD17,Delgo,SD17015,40375,8083,40375,0, White Nile,0
Northern,SD17,Dongola,SD17017,55119,11035,54464,655, Aj Jazirah,0
Northern,SD17,Dongola,SD17017,55119,11035,54464,655, Central Darfur,0
Northern,SD17,Dongola,SD17017,55119,11035,54464,655, East Darfur,0
Northern,SD17,Dongola,SD17017,55119,11035,54464,655, Khartoum,55119
Northern,SD17,Dongola,SD17017,55119,11035,54464,655, North Darfur,0
Northern,SD17,Dongola,SD17017,55119,11035,54464,655, North Kordofan,0
Northern,SD17,Dongola,SD17017,55119,11035,54464,655, Sennar,0
Northern,SD17,Dongola,SD17017,55119,11035,54464,655, South Darfur,0
Northern,SD17,Dongola,SD17017,55119,11035,54464,655, South Kordofan,0
Northern,SD17,Dongola,SD17017,55119,11035,54464,655, West Darfur,0
Northern,SD17,Dongola,SD17017,55119,11035,54464,655, West Kordofan,0
Northern,SD17,Dongola,SD17017,55119,11035,54464,655, White Nile,0
Northern,SD17,Halfa,SD17014,48292,9675,48292,0, Aj Jazirah,697
Northern,SD17,Halfa,SD17014,48292,9675,48292,0, Central Darfur,0
Northern,SD17,Halfa,SD17014,48292,9675,48292,0, East Darfur,0
Northern,SD17,Halfa,SD17014,48292,9675,48292,0, Khartoum,47595
Northern,SD17,Halfa,SD17014,48292,9675,48292,0, North Darfur,0
Northern,SD17,Halfa,SD17014,48292,9675,48292,0, North Kordofan,0
Northern,SD17,Halfa,SD17014,48292,9675,48292,0, Sennar,0
Northern,SD17,Halfa,SD17014,48292,9675,48292,0, South Darfur,0
Northern,SD17,Halfa,SD17014,48292,9675,48292,0, South Kordofan,0
Northern,SD17,Halfa,SD17014,48292,9675,48292,0, West Darfur,0
Northern,SD17,Halfa,SD17014,48292,9675,48292,0, West Kordofan,0
Northern,SD17,Halfa,SD17014,48292,9675,48292,0, White Nile,0
Northern,SD17,Merwoe,SD17020,77552,15924,77552,0, Aj Jazirah,3300
Northern,SD17,Merwoe,SD17020,77552,15924,77552,0, Central Darfur,0
Northern,SD17,Merwoe,SD17020,77552,15924,77552,0, East Darfur,0
Northern,SD17,Merwoe,SD17020,77552,15924,77552,0, Khartoum,73707
Northern,SD17,Merwoe,SD17020,77552,15924,77552,0, North Darfur,0
Northern,SD17,Merwoe,SD17020,77552,15924,77552,0, North Kordofan,0
Northern,SD17,Merwoe,SD17020,77552,15924,77552,0, Sennar,445
Northern,SD17,Merwoe,SD17020,77552,15924,77552,0, South Darfur,0
Northern,SD17,Merwoe,SD17020,77552,15924,77552,0, South Kordofan,0
Northern,SD17,Merwoe,SD17020,77552,15924,77552,0, West Darfur,0
Northern,SD17,Merwoe,SD17020,77552,15924,77552,0, West Kordofan,0
Northern,SD17,Merwoe,SD17020,77552,15924,77552,0, White Nile,100
Red Sea,SD10,Agig,SD10072,210,42,210,0, Aj Jazirah,20
Red Sea,SD10,Agig,SD10072,210,42,210,0, Central Darfur,0
Red Sea,SD10,Agig,SD10072,210,42,210,0, East Darfur,0
Red Sea,SD10,Agig,SD10072,210,42,210,0, Khartoum,190
Red Sea,SD10,Agig,SD10072,210,42,210,0, North Darfur,0
Red Sea,SD10,Agig,SD10072,210,42,210,0, North Kordofan,0
Red Sea,SD10,Agig,SD10072,210,42,210,0, Sennar,0
Red Sea,SD10,Agig,SD10072,210,42,210,0, South Darfur,0
Red Sea,SD10,Agig,SD10072,210,42,210,0, South Kordofan,0
Red Sea,SD10,Agig,SD10072,210,42,210,0, West Darfur,0
Red Sea,SD10,Agig,SD10072,210,42,210,0, West Kordofan,0
Red Sea,SD10,Agig,SD10072,210,42,210,0, White Nile,0
Red Sea,SD10,Al Ganab,SD10069,225,45,225,0, Aj Jazirah,57
Red Sea,SD10,Al Ganab,SD10069,225,45,225,0, Central Darfur,0
Red Sea,SD10,Al Ganab,SD10069,225,45,225,0, East Darfur,0
Red Sea,SD10,Al Ganab,SD10069,225,45,225,0, Khartoum,75
Red Sea,SD10,Al Ganab,SD10069,225,45,225,0, North Darfur,15
Red Sea,SD10,Al Ganab,SD10069,225,45,225,0, North Kordofan,25
Red Sea,SD10,Al Ganab,SD10069,225,45,225,0, Sennar,13
Red Sea,SD10,Al Ganab,SD10069,225,45,225,0, South Darfur,40
Red Sea,SD10,Al Ganab,SD10069,225,45,225,0, South Kordofan,0
Red Sea,SD10,Al Ganab,SD10069,225,45,225,0, West Darfur,0
Red Sea,SD10,Al Ganab,SD10069,225,45,225,0, West Kordofan,0
Red Sea,SD10,Al Ganab,SD10069,225,45,225,0, White Nile,0
Red Sea,SD10,Dordieb,SD10063,1130,224,1107,23, Aj Jazirah,225
